entity,entity_type,metric,value,period,source
ANZ,standalone,Total Non-Performing Loans,1146.8,2023-Q4,rbnz-dashboard
ANZ,standalone,NPL Ratio,0.8,2023-Q4,rbnz-dashboard
ANZ,standalone,Individual Provisions,59.6,2023-Q4,rbnz-dashboard
ANZ,standalone,Collective Provisions,679.6,2023-Q4,rbnz-dashboard
ANZ,standalone,Return on Assets,0.9,2023-Q4,rbnz-dashboard
ANZ,standalone,Return on Equity,9.2,2023-Q4,rbnz-dashboard
ANZ,standalone,NIM,2.4,2023-Q4,rbnz-dashboard
ANZ,standalone,Net Interest Income,1088.5,2023-Q4,rbnz-dashboard
ANZ,standalone,Trading and Hedging Gains,-157,2023-Q4,rbnz-dashboard
ANZ,standalone,Fees and Commission Income,137.6,2023-Q4,rbnz-dashboard
ANZ,standalone,Other Income,5.1,2023-Q4,rbnz-dashboard
ANZ,standalone,Operating Expenses,440.5,2023-Q4,rbnz-dashboard
ANZ,standalone,Profit After Tax,432.1,2023-Q4,rbnz-dashboard
ANZ,standalone,Total Assets,197861.4,2023-Q4,rbnz-dashboard
ANZ,standalone,Cash Position,14800.4,2023-Q4,rbnz-dashboard
ANZ,standalone,Net Loans and Advances,150208.7,2023-Q4,rbnz-dashboard
ANZ,standalone,Deposits,134698.3,2023-Q4,rbnz-dashboard
ANZ,standalone,Equity,18896.7,2023-Q4,rbnz-dashboard
ANZ,standalone,Core Funding Ratio (CFR),91,2023-Q4,rbnz-dashboard
ANZ,standalone,1-Month Mismatch Ratio,8.1,2023-Q4,rbnz-dashboard
ANZ,standalone,1-Week Mismatch Ratio,9.3,2023-Q4,rbnz-dashboard
ANZ,standalone,Top 5 Non-Bank Credit Exposures,34.9,2023-Q4,rbnz-dashboard
ANZ,standalone,Top 5 Bank Credit Exposures,13.1,2023-Q4,rbnz-dashboard
ANZ,standalone,Bank Exposures ≥10% of CET1,0,2023-Q4,rbnz-dashboard
ANZ Group,group,Total Capital Ratio,,2023-Q4,rbnz-dashboard
ANZ Group,group,CET1 Ratio,,2023-Q4,rbnz-dashboard
ANZ Group,group,Tier 1 Capital Ratio,,2023-Q4,rbnz-dashboard
ANZ Group,group,Total Risk-Weighted Assets,,2023-Q4,rbnz-dashboard
ANZ Group,group,Total Non-Performing Loans,1150,2023-Q4,rbnz-dashboard
ANZ Group,group,NPL Ratio,0.8,2023-Q4,rbnz-dashboard
ANZ Group,group,Individual Provisions,59.6,2023-Q4,rbnz-dashboard
ANZ Group,group,Collective Provisions,680.2,2023-Q4,rbnz-dashboard
ANZ Group,group,Return on Assets,0.8,2023-Q4,rbnz-dashboard
ANZ Group,group,Return on Equity,9.7,2023-Q4,rbnz-dashboard
ANZ Group,group,NIM,2.3,2023-Q4,rbnz-dashboard
ANZ Group,group,Net Interest Income,1071.6,2023-Q4,rbnz-dashboard
ANZ Group,group,Trading and Hedging Gains,-166.5,2023-Q4,rbnz-dashboard
ANZ Group,group,Fees and Commission Income,137.6,2023-Q4,rbnz-dashboard
ANZ Group,group,Other Income,4.9,2023-Q4,rbnz-dashboard
ANZ Group,group,Operating Expenses,440.7,2023-Q4,rbnz-dashboard
ANZ Group,group,Profit After Tax,412.5,2023-Q4,rbnz-dashboard
ANZ Group,group,Total Assets,198148.8,2023-Q4,rbnz-dashboard
ANZ Group,group,Cash Position,14800.4,2023-Q4,rbnz-dashboard
ANZ Group,group,Net Loans and Advances,150499.8,2023-Q4,rbnz-dashboard
ANZ Group,group,Deposits,134698.3,2023-Q4,rbnz-dashboard
ANZ Group,group,Equity,17141,2023-Q4,rbnz-dashboard
ANZ Group,group,Core Funding Ratio (CFR),,2023-Q4,rbnz-dashboard
ANZ Group,group,1-Month Mismatch Ratio,,2023-Q4,rbnz-dashboard
ANZ Group,group,1-Week Mismatch Ratio,,2023-Q4,rbnz-dashboard
ANZ Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q4,rbnz-dashboard
ANZ Group,group,Top 5 Bank Credit Exposures,,2023-Q4,rbnz-dashboard
ANZ Group,group,Bank Exposures ≥10% of CET1,,2023-Q4,rbnz-dashboard
ASB,standalone,Total Capital Ratio,15.5,2023-Q4,rbnz-dashboard
ASB,standalone,CET1 Ratio,14.1,2023-Q4,rbnz-dashboard
ASB,standalone,Tier 1 Capital Ratio,14.1,2023-Q4,rbnz-dashboard
ASB,standalone,Total Risk-Weighted Assets,70673.4,2023-Q4,rbnz-dashboard
ASB,standalone,Total Non-Performing Loans,663,2023-Q4,rbnz-dashboard
ASB,standalone,NPL Ratio,0.6,2023-Q4,rbnz-dashboard
ASB,standalone,Individual Provisions,92.5,2023-Q4,rbnz-dashboard
ASB,standalone,Collective Provisions,503.9,2023-Q4,rbnz-dashboard
ASB,standalone,Return on Assets,1.2,2023-Q4,rbnz-dashboard
ASB,standalone,Return on Equity,14.5,2023-Q4,rbnz-dashboard
ASB,standalone,NIM,2.3,2023-Q4,rbnz-dashboard
ASB,standalone,Net Interest Income,738.7,2023-Q4,rbnz-dashboard
ASB,standalone,Trading and Hedging Gains,14.1,2023-Q4,rbnz-dashboard
ASB,standalone,Fees and Commission Income,96.2,2023-Q4,rbnz-dashboard
ASB,standalone,Other Income,-1.6,2023-Q4,rbnz-dashboard
ASB,standalone,Operating Expenses,315.2,2023-Q4,rbnz-dashboard
ASB,standalone,Profit After Tax,396.4,2023-Q4,rbnz-dashboard
ASB,standalone,Total Assets,126445.8,2023-Q4,rbnz-dashboard
ASB,standalone,Cash Position,6940.2,2023-Q4,rbnz-dashboard
ASB,standalone,Net Loans and Advances,107642.1,2023-Q4,rbnz-dashboard
ASB,standalone,Deposits,84182.3,2023-Q4,rbnz-dashboard
ASB,standalone,Equity,10393.8,2023-Q4,rbnz-dashboard
ASB,standalone,Core Funding Ratio (CFR),92.1,2023-Q4,rbnz-dashboard
ASB,standalone,1-Month Mismatch Ratio,9,2023-Q4,rbnz-dashboard
ASB,standalone,1-Week Mismatch Ratio,8.9,2023-Q4,rbnz-dashboard
ASB,standalone,Top 5 Non-Bank Credit Exposures,18.8,2023-Q4,rbnz-dashboard
ASB,standalone,Top 5 Bank Credit Exposures,20.2,2023-Q4,rbnz-dashboard
ASB,standalone,Bank Exposures ≥10% of CET1,,2023-Q4,rbnz-dashboard
BNZ,standalone,Total Capital Ratio,15.4,2023-Q4,rbnz-dashboard
BNZ,standalone,CET1 Ratio,13.8,2023-Q4,rbnz-dashboard
BNZ,standalone,Tier 1 Capital Ratio,14.3,2023-Q4,rbnz-dashboard
BNZ,standalone,Total Risk-Weighted Assets,80790,2023-Q4,rbnz-dashboard
BNZ,standalone,Total Non-Performing Loans,425.1,2023-Q4,rbnz-dashboard
BNZ,standalone,NPL Ratio,0.4,2023-Q4,rbnz-dashboard
BNZ,standalone,Individual Provisions,75.1,2023-Q4,rbnz-dashboard
BNZ,standalone,Collective Provisions,841.5,2023-Q4,rbnz-dashboard
BNZ,standalone,Return on Assets,1.2,2023-Q4,rbnz-dashboard
BNZ,standalone,Return on Equity,13,2023-Q4,rbnz-dashboard
BNZ,standalone,NIM,2.4,2023-Q4,rbnz-dashboard
BNZ,standalone,Net Interest Income,740.3,2023-Q4,rbnz-dashboard
BNZ,standalone,Trading and Hedging Gains,66.6,2023-Q4,rbnz-dashboard
BNZ,standalone,Fees and Commission Income,84.4,2023-Q4,rbnz-dashboard
BNZ,standalone,Other Income,0,2023-Q4,rbnz-dashboard
BNZ,standalone,Operating Expenses,325.7,2023-Q4,rbnz-dashboard
BNZ,standalone,Profit After Tax,408.3,2023-Q4,rbnz-dashboard
BNZ,standalone,Total Assets,131374.4,2023-Q4,rbnz-dashboard
BNZ,standalone,Cash Position,10560.5,2023-Q4,rbnz-dashboard
BNZ,standalone,Net Loans and Advances,103780.5,2023-Q4,rbnz-dashboard
BNZ,standalone,Deposits,82747.7,2023-Q4,rbnz-dashboard
BNZ,standalone,Equity,12442.8,2023-Q4,rbnz-dashboard
BNZ,standalone,Core Funding Ratio (CFR),91.1,2023-Q4,rbnz-dashboard
BNZ,standalone,1-Month Mismatch Ratio,10.1,2023-Q4,rbnz-dashboard
BNZ,standalone,1-Week Mismatch Ratio,9.4,2023-Q4,rbnz-dashboard
BNZ,standalone,Top 5 Non-Bank Credit Exposures,39.6,2023-Q4,rbnz-dashboard
BNZ,standalone,Top 5 Bank Credit Exposures,23.9,2023-Q4,rbnz-dashboard
BNZ,standalone,Bank Exposures ≥10% of CET1,0,2023-Q4,rbnz-dashboard
BOB,standalone,Total Capital Ratio,68.7,2023-Q4,rbnz-dashboard
BOB,standalone,CET1 Ratio,68.7,2023-Q4,rbnz-dashboard
BOB,standalone,Tier 1 Capital Ratio,68.7,2023-Q4,rbnz-dashboard
BOB,standalone,Total Risk-Weighted Assets,76.4,2023-Q4,rbnz-dashboard
BOB,standalone,Total Non-Performing Loans,0,2023-Q4,rbnz-dashboard
BOB,standalone,NPL Ratio,0,2023-Q4,rbnz-dashboard
BOB,standalone,Individual Provisions,,2023-Q4,rbnz-dashboard
BOB,standalone,Collective Provisions,0.5,2023-Q4,rbnz-dashboard
BOB,standalone,Return on Assets,1.8,2023-Q4,rbnz-dashboard
BOB,standalone,Return on Equity,4.8,2023-Q4,rbnz-dashboard
BOB,standalone,NIM,4.3,2023-Q4,rbnz-dashboard
BOB,standalone,Net Interest Income,1.5,2023-Q4,rbnz-dashboard
BOB,standalone,Trading and Hedging Gains,0.1,2023-Q4,rbnz-dashboard
BOB,standalone,Fees and Commission Income,0.1,2023-Q4,rbnz-dashboard
BOB,standalone,Other Income,0,2023-Q4,rbnz-dashboard
BOB,standalone,Operating Expenses,0.8,2023-Q4,rbnz-dashboard
BOB,standalone,Profit After Tax,0.6,2023-Q4,rbnz-dashboard
BOB,standalone,Total Assets,134.9,2023-Q4,rbnz-dashboard
BOB,standalone,Cash Position,29.2,2023-Q4,rbnz-dashboard
BOB,standalone,Net Loans and Advances,104.7,2023-Q4,rbnz-dashboard
BOB,standalone,Deposits,80.4,2023-Q4,rbnz-dashboard
BOB,standalone,Equity,52.8,2023-Q4,rbnz-dashboard
BOB,standalone,Core Funding Ratio (CFR),107.8,2023-Q4,rbnz-dashboard
BOB,standalone,1-Month Mismatch Ratio,23.1,2023-Q4,rbnz-dashboard
BOB,standalone,1-Week Mismatch Ratio,23.2,2023-Q4,rbnz-dashboard
BOB,standalone,Top 5 Non-Bank Credit Exposures,97.2,2023-Q4,rbnz-dashboard
BOB,standalone,Top 5 Bank Credit Exposures,44.1,2023-Q4,rbnz-dashboard
BOB,standalone,Bank Exposures ≥10% of CET1,1,2023-Q4,rbnz-dashboard
BOC,standalone,Total Capital Ratio,19.9,2023-Q4,rbnz-dashboard
BOC,standalone,CET1 Ratio,19.9,2023-Q4,rbnz-dashboard
BOC,standalone,Tier 1 Capital Ratio,19.9,2023-Q4,rbnz-dashboard
BOC,standalone,Total Risk-Weighted Assets,1493,2023-Q4,rbnz-dashboard
BOC,standalone,Total Non-Performing Loans,2.9,2023-Q4,rbnz-dashboard
BOC,standalone,NPL Ratio,0.1,2023-Q4,rbnz-dashboard
BOC,standalone,Individual Provisions,1,2023-Q4,rbnz-dashboard
BOC,standalone,Collective Provisions,16.7,2023-Q4,rbnz-dashboard
BOC,standalone,Return on Assets,1.3,2023-Q4,rbnz-dashboard
BOC,standalone,Return on Equity,16.1,2023-Q4,rbnz-dashboard
BOC,standalone,NIM,0.9,2023-Q4,rbnz-dashboard
BOC,standalone,Net Interest Income,9,2023-Q4,rbnz-dashboard
BOC,standalone,Trading and Hedging Gains,0,2023-Q4,rbnz-dashboard
BOC,standalone,Fees and Commission Income,10.3,2023-Q4,rbnz-dashboard
BOC,standalone,Other Income,0.1,2023-Q4,rbnz-dashboard
BOC,standalone,Operating Expenses,7.1,2023-Q4,rbnz-dashboard
BOC,standalone,Profit After Tax,12.2,2023-Q4,rbnz-dashboard
BOC,standalone,Total Assets,3912.4,2023-Q4,rbnz-dashboard
BOC,standalone,Cash Position,1110.9,2023-Q4,rbnz-dashboard
BOC,standalone,Net Loans and Advances,2486.5,2023-Q4,rbnz-dashboard
BOC,standalone,Deposits,1835.6,2023-Q4,rbnz-dashboard
BOC,standalone,Equity,305.1,2023-Q4,rbnz-dashboard
BOC,standalone,Core Funding Ratio (CFR),82.1,2023-Q4,rbnz-dashboard
BOC,standalone,1-Month Mismatch Ratio,19.5,2023-Q4,rbnz-dashboard
BOC,standalone,1-Week Mismatch Ratio,21.9,2023-Q4,rbnz-dashboard
BOC,standalone,Top 5 Non-Bank Credit Exposures,66.5,2023-Q4,rbnz-dashboard
BOC,standalone,Top 5 Bank Credit Exposures,20.6,2023-Q4,rbnz-dashboard
BOC,standalone,Bank Exposures ≥10% of CET1,1,2023-Q4,rbnz-dashboard
BOC Group,group,Total Capital Ratio,,2023-Q4,rbnz-dashboard
BOC Group,group,CET1 Ratio,,2023-Q4,rbnz-dashboard
BOC Group,group,Tier 1 Capital Ratio,,2023-Q4,rbnz-dashboard
BOC Group,group,Total Risk-Weighted Assets,,2023-Q4,rbnz-dashboard
BOC Group,group,Total Non-Performing Loans,2.9,2023-Q4,rbnz-dashboard
BOC Group,group,NPL Ratio,0.1,2023-Q4,rbnz-dashboard
BOC Group,group,Individual Provisions,1,2023-Q4,rbnz-dashboard
BOC Group,group,Collective Provisions,35.5,2023-Q4,rbnz-dashboard
BOC Group,group,Return on Assets,0.9,2023-Q4,rbnz-dashboard
BOC Group,group,Return on Equity,19.3,2023-Q4,rbnz-dashboard
BOC Group,group,NIM,1.4,2023-Q4,rbnz-dashboard
BOC Group,group,Net Interest Income,23.9,2023-Q4,rbnz-dashboard
BOC Group,group,Trading and Hedging Gains,1.1,2023-Q4,rbnz-dashboard
BOC Group,group,Fees and Commission Income,0.8,2023-Q4,rbnz-dashboard
BOC Group,group,Other Income,0.1,2023-Q4,rbnz-dashboard
BOC Group,group,Operating Expenses,7.6,2023-Q4,rbnz-dashboard
BOC Group,group,Profit After Tax,15.4,2023-Q4,rbnz-dashboard
BOC Group,group,Total Assets,7155.5,2023-Q4,rbnz-dashboard
BOC Group,group,Cash Position,1165.5,2023-Q4,rbnz-dashboard
BOC Group,group,Net Loans and Advances,5634.5,2023-Q4,rbnz-dashboard
BOC Group,group,Deposits,1931.9,2023-Q4,rbnz-dashboard
BOC Group,group,Equity,320.7,2023-Q4,rbnz-dashboard
BOC Group,group,Core Funding Ratio (CFR),,2023-Q4,rbnz-dashboard
BOC Group,group,1-Month Mismatch Ratio,,2023-Q4,rbnz-dashboard
BOC Group,group,1-Week Mismatch Ratio,,2023-Q4,rbnz-dashboard
BOC Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q4,rbnz-dashboard
BOC Group,group,Top 5 Bank Credit Exposures,,2023-Q4,rbnz-dashboard
BOC Group,group,Bank Exposures ≥10% of CET1,,2023-Q4,rbnz-dashboard
BOI,standalone,Total Capital Ratio,39.8,2023-Q4,rbnz-dashboard
BOI,standalone,CET1 Ratio,39.8,2023-Q4,rbnz-dashboard
BOI,standalone,Tier 1 Capital Ratio,39.8,2023-Q4,rbnz-dashboard
BOI,standalone,Total Risk-Weighted Assets,157.2,2023-Q4,rbnz-dashboard
BOI,standalone,Total Non-Performing Loans,17.1,2023-Q4,rbnz-dashboard
BOI,standalone,NPL Ratio,11.7,2023-Q4,rbnz-dashboard
BOI,standalone,Individual Provisions,0.5,2023-Q4,rbnz-dashboard
BOI,standalone,Collective Provisions,0.4,2023-Q4,rbnz-dashboard
BOI,standalone,Return on Assets,0.2,2023-Q4,rbnz-dashboard
BOI,standalone,Return on Equity,0.6,2023-Q4,rbnz-dashboard
BOI,standalone,NIM,2.9,2023-Q4,rbnz-dashboard
BOI,standalone,Net Interest Income,1.2,2023-Q4,rbnz-dashboard
BOI,standalone,Trading and Hedging Gains,0,2023-Q4,rbnz-dashboard
BOI,standalone,Fees and Commission Income,0,2023-Q4,rbnz-dashboard
BOI,standalone,Other Income,0,2023-Q4,rbnz-dashboard
BOI,standalone,Operating Expenses,0.6,2023-Q4,rbnz-dashboard
BOI,standalone,Profit After Tax,0.1,2023-Q4,rbnz-dashboard
BOI,standalone,Total Assets,168.6,2023-Q4,rbnz-dashboard
BOI,standalone,Cash Position,20.8,2023-Q4,rbnz-dashboard
BOI,standalone,Net Loans and Advances,145.4,2023-Q4,rbnz-dashboard
BOI,standalone,Deposits,86.1,2023-Q4,rbnz-dashboard
BOI,standalone,Equity,62.9,2023-Q4,rbnz-dashboard
BOI,standalone,Core Funding Ratio (CFR),92.7,2023-Q4,rbnz-dashboard
BOI,standalone,1-Month Mismatch Ratio,17.5,2023-Q4,rbnz-dashboard
BOI,standalone,1-Week Mismatch Ratio,18.3,2023-Q4,rbnz-dashboard
BOI,standalone,Top 5 Non-Bank Credit Exposures,104.6,2023-Q4,rbnz-dashboard
BOI,standalone,Top 5 Bank Credit Exposures,21.9,2023-Q4,rbnz-dashboard
BOI,standalone,Bank Exposures ≥10% of CET1,1,2023-Q4,rbnz-dashboard
CBA Group,group,Total Capital Ratio,,2023-Q4,rbnz-dashboard
CBA Group,group,CET1 Ratio,,2023-Q4,rbnz-dashboard
CBA Group,group,Tier 1 Capital Ratio,,2023-Q4,rbnz-dashboard
CBA Group,group,Total Risk-Weighted Assets,,2023-Q4,rbnz-dashboard
CBA Group,group,Total Non-Performing Loans,663,2023-Q4,rbnz-dashboard
CBA Group,group,NPL Ratio,0.6,2023-Q4,rbnz-dashboard
CBA Group,group,Individual Provisions,92.5,2023-Q4,rbnz-dashboard
CBA Group,group,Collective Provisions,513.7,2023-Q4,rbnz-dashboard
CBA Group,group,Return on Assets,1.2,2023-Q4,rbnz-dashboard
CBA Group,group,Return on Equity,13.8,2023-Q4,rbnz-dashboard
CBA Group,group,NIM,2.4,2023-Q4,rbnz-dashboard
CBA Group,group,Net Interest Income,754.6,2023-Q4,rbnz-dashboard
CBA Group,group,Trading and Hedging Gains,19,2023-Q4,rbnz-dashboard
CBA Group,group,Fees and Commission Income,96.2,2023-Q4,rbnz-dashboard
CBA Group,group,Other Income,-1.6,2023-Q4,rbnz-dashboard
CBA Group,group,Operating Expenses,318.6,2023-Q4,rbnz-dashboard
CBA Group,group,Profit After Tax,407.9,2023-Q4,rbnz-dashboard
CBA Group,group,Total Assets,128884.4,2023-Q4,rbnz-dashboard
CBA Group,group,Cash Position,6692.2,2023-Q4,rbnz-dashboard
CBA Group,group,Net Loans and Advances,110036.8,2023-Q4,rbnz-dashboard
CBA Group,group,Deposits,84156.8,2023-Q4,rbnz-dashboard
CBA Group,group,Equity,11164.8,2023-Q4,rbnz-dashboard
CBA Group,group,Core Funding Ratio (CFR),,2023-Q4,rbnz-dashboard
CBA Group,group,1-Month Mismatch Ratio,,2023-Q4,rbnz-dashboard
CBA Group,group,1-Week Mismatch Ratio,,2023-Q4,rbnz-dashboard
CBA Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q4,rbnz-dashboard
CBA Group,group,Top 5 Bank Credit Exposures,,2023-Q4,rbnz-dashboard
CBA Group,group,Bank Exposures ≥10% of CET1,,2023-Q4,rbnz-dashboard
CCB,standalone,Total Capital Ratio,19.4,2023-Q4,rbnz-dashboard
CCB,standalone,CET1 Ratio,19.4,2023-Q4,rbnz-dashboard
CCB,standalone,Tier 1 Capital Ratio,19.4,2023-Q4,rbnz-dashboard
CCB,standalone,Total Risk-Weighted Assets,1612.1,2023-Q4,rbnz-dashboard
CCB,standalone,Total Non-Performing Loans,,2023-Q4,rbnz-dashboard
CCB,standalone,NPL Ratio,,2023-Q4,rbnz-dashboard
CCB,standalone,Individual Provisions,,2023-Q4,rbnz-dashboard
CCB,standalone,Collective Provisions,7.4,2023-Q4,rbnz-dashboard
CCB,standalone,Return on Assets,1.1,2023-Q4,rbnz-dashboard
CCB,standalone,Return on Equity,8.8,2023-Q4,rbnz-dashboard
CCB,standalone,NIM,1.8,2023-Q4,rbnz-dashboard
CCB,standalone,Net Interest Income,10.7,2023-Q4,rbnz-dashboard
CCB,standalone,Trading and Hedging Gains,-3.2,2023-Q4,rbnz-dashboard
CCB,standalone,Fees and Commission Income,0.9,2023-Q4,rbnz-dashboard
CCB,standalone,Other Income,0.1,2023-Q4,rbnz-dashboard
CCB,standalone,Operating Expenses,2.9,2023-Q4,rbnz-dashboard
CCB,standalone,Profit After Tax,6.8,2023-Q4,rbnz-dashboard
CCB,standalone,Total Assets,2507.3,2023-Q4,rbnz-dashboard
CCB,standalone,Cash Position,407.1,2023-Q4,rbnz-dashboard
CCB,standalone,Net Loans and Advances,1745.6,2023-Q4,rbnz-dashboard
CCB,standalone,Deposits,507.4,2023-Q4,rbnz-dashboard
CCB,standalone,Equity,312.6,2023-Q4,rbnz-dashboard
CCB,standalone,Core Funding Ratio (CFR),91.7,2023-Q4,rbnz-dashboard
CCB,standalone,1-Month Mismatch Ratio,19.8,2023-Q4,rbnz-dashboard
CCB,standalone,1-Week Mismatch Ratio,16.3,2023-Q4,rbnz-dashboard
CCB,standalone,Top 5 Non-Bank Credit Exposures,128.3,2023-Q4,rbnz-dashboard
CCB,standalone,Top 5 Bank Credit Exposures,69,2023-Q4,rbnz-dashboard
CCB,standalone,Bank Exposures ≥10% of CET1,2,2023-Q4,rbnz-dashboard
CCB Group,group,Total Capital Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,CET1 Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,Tier 1 Capital Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,Total Risk-Weighted Assets,,2023-Q4,rbnz-dashboard
CCB Group,group,Total Non-Performing Loans,,2023-Q4,rbnz-dashboard
CCB Group,group,NPL Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,Individual Provisions,,2023-Q4,rbnz-dashboard
CCB Group,group,Collective Provisions,10.5,2023-Q4,rbnz-dashboard
CCB Group,group,Return on Assets,1,2023-Q4,rbnz-dashboard
CCB Group,group,Return on Equity,12.4,2023-Q4,rbnz-dashboard
CCB Group,group,NIM,1.9,2023-Q4,rbnz-dashboard
CCB Group,group,Net Interest Income,20.4,2023-Q4,rbnz-dashboard
CCB Group,group,Trading and Hedging Gains,-5.7,2023-Q4,rbnz-dashboard
CCB Group,group,Fees and Commission Income,3.7,2023-Q4,rbnz-dashboard
CCB Group,group,Other Income,0,2023-Q4,rbnz-dashboard
CCB Group,group,Operating Expenses,4.8,2023-Q4,rbnz-dashboard
CCB Group,group,Profit After Tax,11.4,2023-Q4,rbnz-dashboard
CCB Group,group,Total Assets,4532.9,2023-Q4,rbnz-dashboard
CCB Group,group,Cash Position,501.8,2023-Q4,rbnz-dashboard
CCB Group,group,Net Loans and Advances,3661,2023-Q4,rbnz-dashboard
CCB Group,group,Deposits,509.3,2023-Q4,rbnz-dashboard
CCB Group,group,Equity,371.5,2023-Q4,rbnz-dashboard
CCB Group,group,Core Funding Ratio (CFR),,2023-Q4,rbnz-dashboard
CCB Group,group,1-Month Mismatch Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,1-Week Mismatch Ratio,,2023-Q4,rbnz-dashboard
CCB Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q4,rbnz-dashboard
CCB Group,group,Top 5 Bank Credit Exposures,,2023-Q4,rbnz-dashboard
CCB Group,group,Bank Exposures ≥10% of CET1,,2023-Q4,rbnz-dashboard
Co-op,standalone,Total Capital Ratio,17.2,2023-Q4,rbnz-dashboard
Co-op,standalone,CET1 Ratio,15,2023-Q4,rbnz-dashboard
Co-op,standalone,Tier 1 Capital Ratio,15,2023-Q4,rbnz-dashboard
Co-op,standalone,Total Risk-Weighted Assets,1580.3,2023-Q4,rbnz-dashboard
Co-op,standalone,Total Non-Performing Loans,10.1,2023-Q4,rbnz-dashboard
Co-op,standalone,NPL Ratio,0.3,2023-Q4,rbnz-dashboard
Co-op,standalone,Individual Provisions,0.6,2023-Q4,rbnz-dashboard
Co-op,standalone,Collective Provisions,9,2023-Q4,rbnz-dashboard
Co-op,standalone,Return on Assets,0.5,2023-Q4,rbnz-dashboard
Co-op,standalone,Return on Equity,6.2,2023-Q4,rbnz-dashboard
Co-op,standalone,NIM,2.5,2023-Q4,rbnz-dashboard
Co-op,standalone,Net Interest Income,21.8,2023-Q4,rbnz-dashboard
Co-op,standalone,Trading and Hedging Gains,0,2023-Q4,rbnz-dashboard
Co-op,standalone,Fees and Commission Income,3,2023-Q4,rbnz-dashboard
Co-op,standalone,Other Income,1.6,2023-Q4,rbnz-dashboard
Co-op,standalone,Operating Expenses,20.6,2023-Q4,rbnz-dashboard
Co-op,standalone,Profit After Tax,4.1,2023-Q4,rbnz-dashboard
Co-op,standalone,Total Assets,3531,2023-Q4,rbnz-dashboard
Co-op,standalone,Cash Position,46.4,2023-Q4,rbnz-dashboard
Co-op,standalone,Net Loans and Advances,3093.9,2023-Q4,rbnz-dashboard
Co-op,standalone,Deposits,3022.4,2023-Q4,rbnz-dashboard
Co-op,standalone,Equity,259.6,2023-Q4,rbnz-dashboard
Co-op,standalone,Core Funding Ratio (CFR),100.8,2023-Q4,rbnz-dashboard
Co-op,standalone,1-Month Mismatch Ratio,14.9,2023-Q4,rbnz-dashboard
Co-op,standalone,1-Week Mismatch Ratio,12.3,2023-Q4,rbnz-dashboard
Co-op,standalone,Top 5 Non-Bank Credit Exposures,32.8,2023-Q4,rbnz-dashboard
Co-op,standalone,Top 5 Bank Credit Exposures,35.1,2023-Q4,rbnz-dashboard
Co-op,standalone,Bank Exposures ≥10% of CET1,1,2023-Q4,rbnz-dashboard
Heartland,standalone,Total Capital Ratio,14.1,2023-Q4,rbnz-dashboard
Heartland,standalone,CET1 Ratio,12,2023-Q4,rbnz-dashboard
Heartland,standalone,Tier 1 Capital Ratio,12,2023-Q4,rbnz-dashboard
Heartland,standalone,Total Risk-Weighted Assets,4937,2023-Q4,rbnz-dashboard
Heartland,standalone,Total Non-Performing Loans,178.7,2023-Q4,rbnz-dashboard
Heartland,standalone,NPL Ratio,3.5,2023-Q4,rbnz-dashboard
Heartland,standalone,Individual Provisions,21.5,2023-Q4,rbnz-dashboard
Heartland,standalone,Collective Provisions,46.9,2023-Q4,rbnz-dashboard
Heartland,standalone,Return on Assets,0.5,2023-Q4,rbnz-dashboard
Heartland,standalone,Return on Equity,4.3,2023-Q4,rbnz-dashboard
Heartland,standalone,NIM,3.7,2023-Q4,rbnz-dashboard
Heartland,standalone,Net Interest Income,52.6,2023-Q4,rbnz-dashboard
